DATE,HOUR,STATION,FSP
13/9/2017,16,CENTRAL/WESTERN,18
13/9/2017,17,CENTRAL/WESTERN,18
13/9/2017,18,CENTRAL/WESTERN,19
13/9/2017,19,CENTRAL/WESTERN,18
13/9/2017,20,CENTRAL/WESTERN,17
13/9/2017,21,CENTRAL/WESTERN,16
13/9/2017,22,CENTRAL/WESTERN,14
13/9/2017,23,CENTRAL/WESTERN,18
13/9/2017,24,CENTRAL/WESTERN,21
14/9/2017,1,CENTRAL/WESTERN,15
14/9/2017,2,CENTRAL/WESTERN,19
14/9/2017,3,CENTRAL/WESTERN,16
14/9/2017,4,CENTRAL/WESTERN,16
14/9/2017,5,CENTRAL/WESTERN,13
14/9/2017,6,CENTRAL/WESTERN,14
14/9/2017,7,CENTRAL/WESTERN,15
14/9/2017,8,CENTRAL/WESTERN,7
14/9/2017,9,CENTRAL/WESTERN,9
14/9/2017,10,CENTRAL/WESTERN,10
14/9/2017,11,CENTRAL/WESTERN,21
14/9/2017,12,CENTRAL/WESTERN,25
14/9/2017,13,CENTRAL/WESTERN,19
14/9/2017,14,CENTRAL/WESTERN,20
14/9/2017,15,CENTRAL/WESTERN,24
14/9/2017,16,CENTRAL/WESTERN,21
14/9/2017,17,CENTRAL/WESTERN,20
14/9/2017,18,CENTRAL/WESTERN,20
14/9/2017,19,CENTRAL/WESTERN,20
14/9/2017,20,CENTRAL/WESTERN,23
14/9/2017,21,CENTRAL/WESTERN,N.A.
14/9/2017,22,CENTRAL/WESTERN,N.A.
14/9/2017,23,CENTRAL/WESTERN,23
14/9/2017,24,CENTRAL/WESTERN,20
15/9/2017,1,CENTRAL/WESTERN,18
15/9/2017,2,CENTRAL/WESTERN,18
15/9/2017,3,CENTRAL/WESTERN,17
15/9/2017,4,CENTRAL/WESTERN,14
15/9/2017,5,CENTRAL/WESTERN,15
15/9/2017,6,CENTRAL/WESTERN,15
15/9/2017,7,CENTRAL/WESTERN,15
15/9/2017,8,CENTRAL/WESTERN,16
15/9/2017,9,CENTRAL/WESTERN,22
15/9/2017,10,CENTRAL/WESTERN,21
15/9/2017,11,CENTRAL/WESTERN,22
15/9/2017,12,CENTRAL/WESTERN,20
15/9/2017,13,CENTRAL/WESTERN,21
15/9/2017,14,CENTRAL/WESTERN,24
15/9/2017,15,CENTRAL/WESTERN,19
15/9/2017,16,CENTRAL/WESTERN,14
15/9/2017,17,CENTRAL/WESTERN,16
15/9/2017,18,CENTRAL/WESTERN,15
15/9/2017,19,CENTRAL/WESTERN,19
15/9/2017,20,CENTRAL/WESTERN,18
15/9/2017,21,CENTRAL/WESTERN,16
15/9/2017,22,CENTRAL/WESTERN,13
15/9/2017,23,CENTRAL/WESTERN,13
15/9/2017,24,CENTRAL/WESTERN,17
16/9/2017,1,CENTRAL/WESTERN,19
16/9/2017,2,CENTRAL/WESTERN,14
16/9/2017,3,CENTRAL/WESTERN,16
16/9/2017,4,CENTRAL/WESTERN,14
16/9/2017,5,CENTRAL/WESTERN,18
16/9/2017,6,CENTRAL/WESTERN,24
16/9/2017,7,CENTRAL/WESTERN,24
16/9/2017,8,CENTRAL/WESTERN,31
16/9/2017,9,CENTRAL/WESTERN,46
16/9/2017,10,CENTRAL/WESTERN,N.A.
16/9/2017,11,CENTRAL/WESTERN,N.A.
16/9/2017,12,CENTRAL/WESTERN,63
16/9/2017,13,CENTRAL/WESTERN,51
16/9/2017,14,CENTRAL/WESTERN,56
16/9/2017,15,CENTRAL/WESTERN,70
16/9/2017,16,CENTRAL/WESTERN,83
16/9/2017,17,CENTRAL/WESTERN,71
16/9/2017,18,CENTRAL/WESTERN,63
16/9/2017,19,CENTRAL/WESTERN,53
16/9/2017,20,CENTRAL/WESTERN,48
16/9/2017,21,CENTRAL/WESTERN,53
16/9/2017,22,CENTRAL/WESTERN,46
16/9/2017,23,CENTRAL/WESTERN,38
16/9/2017,24,CENTRAL/WESTERN,35
17/9/2017,1,CENTRAL/WESTERN,48
17/9/2017,2,CENTRAL/WESTERN,51
17/9/2017,3,CENTRAL/WESTERN,52
17/9/2017,4,CENTRAL/WESTERN,53
17/9/2017,5,CENTRAL/WESTERN,52
17/9/2017,6,CENTRAL/WESTERN,59
17/9/2017,7,CENTRAL/WESTERN,56
17/9/2017,8,CENTRAL/WESTERN,55
17/9/2017,9,CENTRAL/WESTERN,57
17/9/2017,10,CENTRAL/WESTERN,66
17/9/2017,11,CENTRAL/WESTERN,63
17/9/2017,12,CENTRAL/WESTERN,65
17/9/2017,13,CENTRAL/WESTERN,75
17/9/2017,14,CENTRAL/WESTERN,86
17/9/2017,15,CENTRAL/WESTERN,116
17/9/2017,16,CENTRAL/WESTERN,112
17/9/2017,17,CENTRAL/WESTERN,92
17/9/2017,18,CENTRAL/WESTERN,76
17/9/2017,19,CENTRAL/WESTERN,69
17/9/2017,20,CENTRAL/WESTERN,65
17/9/2017,21,CENTRAL/WESTERN,62
17/9/2017,22,CENTRAL/WESTERN,65
17/9/2017,23,CENTRAL/WESTERN,66
17/9/2017,24,CENTRAL/WESTERN,72
18/9/2017,1,CENTRAL/WESTERN,73
18/9/2017,2,CENTRAL/WESTERN,76
18/9/2017,3,CENTRAL/WESTERN,75
18/9/2017,4,CENTRAL/WESTERN,66
18/9/2017,5,CENTRAL/WESTERN,63
18/9/2017,6,CENTRAL/WESTERN,60
18/9/2017,7,CENTRAL/WESTERN,63
18/9/2017,8,CENTRAL/WESTERN,51
18/9/2017,9,CENTRAL/WESTERN,45
18/9/2017,10,CENTRAL/WESTERN,44
18/9/2017,11,CENTRAL/WESTERN,40
18/9/2017,12,CENTRAL/WESTERN,36
18/9/2017,13,CENTRAL/WESTERN,33
18/9/2017,14,CENTRAL/WESTERN,31
18/9/2017,15,CENTRAL/WESTERN,32
18/9/2017,16,CENTRAL/WESTERN,34
18/9/2017,17,CENTRAL/WESTERN,39
18/9/2017,18,CENTRAL/WESTERN,38
18/9/2017,19,CENTRAL/WESTERN,32
18/9/2017,20,CENTRAL/WESTERN,31
18/9/2017,21,CENTRAL/WESTERN,27
18/9/2017,22,CENTRAL/WESTERN,23
18/9/2017,23,CENTRAL/WESTERN,21
18/9/2017,24,CENTRAL/WESTERN,19
19/9/2017,1,CENTRAL/WESTERN,18
19/9/2017,2,CENTRAL/WESTERN,18
19/9/2017,3,CENTRAL/WESTERN,18
19/9/2017,4,CENTRAL/WESTERN,15
19/9/2017,5,CENTRAL/WESTERN,13
19/9/2017,6,CENTRAL/WESTERN,15
19/9/2017,7,CENTRAL/WESTERN,17
19/9/2017,8,CENTRAL/WESTERN,16
19/9/2017,9,CENTRAL/WESTERN,19
19/9/2017,10,CENTRAL/WESTERN,20
19/9/2017,11,CENTRAL/WESTERN,24
19/9/2017,12,CENTRAL/WESTERN,24
19/9/2017,13,CENTRAL/WESTERN,29
19/9/2017,14,CENTRAL/WESTERN,27
19/9/2017,15,CENTRAL/WESTERN,26
19/9/2017,16,CENTRAL/WESTERN,25
19/9/2017,17,CENTRAL/WESTERN,28
19/9/2017,18,CENTRAL/WESTERN,28
19/9/2017,19,CENTRAL/WESTERN,24
19/9/2017,20,CENTRAL/WESTERN,23
19/9/2017,21,CENTRAL/WESTERN,26
19/9/2017,22,CENTRAL/WESTERN,23
19/9/2017,23,CENTRAL/WESTERN,23
19/9/2017,24,CENTRAL/WESTERN,18
20/9/2017,1,CENTRAL/WESTERN,17
20/9/2017,2,CENTRAL/WESTERN,17
20/9/2017,3,CENTRAL/WESTERN,17
20/9/2017,4,CENTRAL/WESTERN,17
20/9/2017,5,CENTRAL/WESTERN,16
20/9/2017,6,CENTRAL/WESTERN,18
20/9/2017,7,CENTRAL/WESTERN,18
20/9/2017,8,CENTRAL/WESTERN,17
20/9/2017,9,CENTRAL/WESTERN,14
20/9/2017,10,CENTRAL/WESTERN,16
20/9/2017,11,CENTRAL/WESTERN,20
20/9/2017,12,CENTRAL/WESTERN,22
20/9/2017,13,CENTRAL/WESTERN,23
20/9/2017,14,CENTRAL/WESTERN,21
20/9/2017,15,CENTRAL/WESTERN,22
20/9/2017,16,CENTRAL/WESTERN,24
20/9/2017,17,CENTRAL/WESTERN,20
20/9/2017,18,CENTRAL/WESTERN,18
20/9/2017,19,CENTRAL/WESTERN,19
20/9/2017,20,CENTRAL/WESTERN,22
20/9/2017,21,CENTRAL/WESTERN,22
20/9/2017,22,CENTRAL/WESTERN,26
20/9/2017,23,CENTRAL/WESTERN,26
20/9/2017,24,CENTRAL/WESTERN,26
21/9/2017,1,CENTRAL/WESTERN,20
21/9/2017,2,CENTRAL/WESTERN,19
21/9/2017,3,CENTRAL/WESTERN,16
21/9/2017,4,CENTRAL/WESTERN,13
21/9/2017,5,CENTRAL/WESTERN,11
21/9/2017,6,CENTRAL/WESTERN,12
21/9/2017,7,CENTRAL/WESTERN,14
21/9/2017,8,CENTRAL/WESTERN,14
21/9/2017,9,CENTRAL/WESTERN,17
21/9/2017,10,CENTRAL/WESTERN,20
21/9/2017,11,CENTRAL/WESTERN,17
21/9/2017,12,CENTRAL/WESTERN,16
21/9/2017,13,CENTRAL/WESTERN,16
21/9/2017,14,CENTRAL/WESTERN,12
21/9/2017,15,CENTRAL/WESTERN,11
21/9/2017,16,CENTRAL/WESTERN,9
21/9/2017,17,CENTRAL/WESTERN,6
21/9/2017,18,CENTRAL/WESTERN,8
21/9/2017,19,CENTRAL/WESTERN,11
21/9/2017,20,CENTRAL/WESTERN,10
21/9/2017,21,CENTRAL/WESTERN,13
21/9/2017,22,CENTRAL/WESTERN,14
21/9/2017,23,CENTRAL/WESTERN,10
21/9/2017,24,CENTRAL/WESTERN,13
22/9/2017,1,CENTRAL/WESTERN,15
22/9/2017,2,CENTRAL/WESTERN,15
22/9/2017,3,CENTRAL/WESTERN,14
22/9/2017,4,CENTRAL/WESTERN,13
22/9/2017,5,CENTRAL/WESTERN,14
22/9/2017,6,CENTRAL/WESTERN,12
22/9/2017,7,CENTRAL/WESTERN,9
22/9/2017,8,CENTRAL/WESTERN,8
22/9/2017,9,CENTRAL/WESTERN,7
22/9/2017,10,CENTRAL/WESTERN,8
22/9/2017,11,CENTRAL/WESTERN,11
22/9/2017,12,CENTRAL/WESTERN,13
22/9/2017,13,CENTRAL/WESTERN,13
22/9/2017,14,CENTRAL/WESTERN,10
22/9/2017,15,CENTRAL/WESTERN,6
22/9/2017,16,CENTRAL/WESTERN,8
22/9/2017,17,CENTRAL/WESTERN,8
22/9/2017,18,CENTRAL/WESTERN,12
22/9/2017,19,CENTRAL/WESTERN,13
22/9/2017,20,CENTRAL/WESTERN,17
22/9/2017,21,CENTRAL/WESTERN,13
22/9/2017,22,CENTRAL/WESTERN,11
22/9/2017,23,CENTRAL/WESTERN,11
22/9/2017,24,CENTRAL/WESTERN,7
23/9/2017,1,CENTRAL/WESTERN,5
23/9/2017,2,CENTRAL/WESTERN,8
23/9/2017,3,CENTRAL/WESTERN,11
23/9/2017,4,CENTRAL/WESTERN,9
23/9/2017,5,CENTRAL/WESTERN,5
23/9/2017,6,CENTRAL/WESTERN,7
23/9/2017,7,CENTRAL/WESTERN,5
23/9/2017,8,CENTRAL/WESTERN,6
23/9/2017,9,CENTRAL/WESTERN,7
23/9/2017,10,CENTRAL/WESTERN,15
23/9/2017,11,CENTRAL/WESTERN,14
23/9/2017,12,CENTRAL/WESTERN,16
23/9/2017,13,CENTRAL/WESTERN,17
23/9/2017,14,CENTRAL/WESTERN,21
23/9/2017,15,CENTRAL/WESTERN,20
23/9/2017,16,CENTRAL/WESTERN,18
23/9/2017,17,CENTRAL/WESTERN,15
23/9/2017,18,CENTRAL/WESTERN,18
23/9/2017,19,CENTRAL/WESTERN,20
23/9/2017,20,CENTRAL/WESTERN,20
23/9/2017,21,CENTRAL/WESTERN,20
23/9/2017,22,CENTRAL/WESTERN,17
23/9/2017,23,CENTRAL/WESTERN,15
23/9/2017,24,CENTRAL/WESTERN,18
24/9/2017,1,CENTRAL/WESTERN,19
24/9/2017,2,CENTRAL/WESTERN,16
24/9/2017,3,CENTRAL/WESTERN,17
24/9/2017,4,CENTRAL/WESTERN,22
24/9/2017,5,CENTRAL/WESTERN,15
24/9/2017,6,CENTRAL/WESTERN,15
24/9/2017,7,CENTRAL/WESTERN,13
24/9/2017,8,CENTRAL/WESTERN,11
24/9/2017,9,CENTRAL/WESTERN,8
24/9/2017,10,CENTRAL/WESTERN,9
24/9/2017,11,CENTRAL/WESTERN,8
24/9/2017,12,CENTRAL/WESTERN,1
24/9/2017,13,CENTRAL/WESTERN,6
24/9/2017,14,CENTRAL/WESTERN,7
24/9/2017,15,CENTRAL/WESTERN,8
24/9/2017,16,CENTRAL/WESTERN,4
24/9/2017,17,CENTRAL/WESTERN,7
24/9/2017,18,CENTRAL/WESTERN,4
24/9/2017,19,CENTRAL/WESTERN,5
24/9/2017,20,CENTRAL/WESTERN,5
24/9/2017,21,CENTRAL/WESTERN,6
24/9/2017,22,CENTRAL/WESTERN,6
24/9/2017,23,CENTRAL/WESTERN,6
24/9/2017,24,CENTRAL/WESTERN,5
25/9/2017,1,CENTRAL/WESTERN,4
25/9/2017,2,CENTRAL/WESTERN,1
25/9/2017,3,CENTRAL/WESTERN,6
25/9/2017,4,CENTRAL/WESTERN,6
25/9/2017,5,CENTRAL/WESTERN,1
25/9/2017,6,CENTRAL/WESTERN,2
25/9/2017,7,CENTRAL/WESTERN,2
25/9/2017,8,CENTRAL/WESTERN,1
25/9/2017,9,CENTRAL/WESTERN,4
25/9/2017,10,CENTRAL/WESTERN,N.A.
25/9/2017,11,CENTRAL/WESTERN,N.A.
25/9/2017,12,CENTRAL/WESTERN,N.A.
25/9/2017,13,CENTRAL/WESTERN,N.A.
25/9/2017,14,CENTRAL/WESTERN,N.A.
25/9/2017,15,CENTRAL/WESTERN,N.A.
25/9/2017,16,CENTRAL/WESTERN,5
25/9/2017,17,CENTRAL/WESTERN,6
25/9/2017,18,CENTRAL/WESTERN,7
25/9/2017,19,CENTRAL/WESTERN,5
25/9/2017,20,CENTRAL/WESTERN,2
25/9/2017,21,CENTRAL/WESTERN,2
25/9/2017,22,CENTRAL/WESTERN,3
25/9/2017,23,CENTRAL/WESTERN,5
25/9/2017,24,CENTRAL/WESTERN,5
26/9/2017,1,CENTRAL/WESTERN,4
26/9/2017,2,CENTRAL/WESTERN,N.A.
26/9/2017,3,CENTRAL/WESTERN,N.A.
26/9/2017,4,CENTRAL/WESTERN,N.A.
26/9/2017,5,CENTRAL/WESTERN,N.A.
26/9/2017,6,CENTRAL/WESTERN,N.A.
26/9/2017,7,CENTRAL/WESTERN,N.A.
26/9/2017,8,CENTRAL/WESTERN,N.A.
26/9/2017,9,CENTRAL/WESTERN,N.A.
26/9/2017,10,CENTRAL/WESTERN,N.A.
26/9/2017,11,CENTRAL/WESTERN,N.A.
26/9/2017,12,CENTRAL/WESTERN,N.A.
26/9/2017,13,CENTRAL/WESTERN,N.A.
26/9/2017,14,CENTRAL/WESTERN,N.A.
26/9/2017,15,CENTRAL/WESTERN,N.A.
26/9/2017,16,CENTRAL/WESTERN,10
26/9/2017,17,CENTRAL/WESTERN,9
26/9/2017,18,CENTRAL/WESTERN,11
26/9/2017,19,CENTRAL/WESTERN,14
26/9/2017,20,CENTRAL/WESTERN,13
26/9/2017,21,CENTRAL/WESTERN,17
26/9/2017,22,CENTRAL/WESTERN,16
26/9/2017,23,CENTRAL/WESTERN,16
26/9/2017,24,CENTRAL/WESTERN,15
27/9/2017,1,CENTRAL/WESTERN,12
27/9/2017,2,CENTRAL/WESTERN,14
27/9/2017,3,CENTRAL/WESTERN,12
27/9/2017,4,CENTRAL/WESTERN,12
27/9/2017,5,CENTRAL/WESTERN,9
27/9/2017,6,CENTRAL/WESTERN,8
27/9/2017,7,CENTRAL/WESTERN,7
27/9/2017,8,CENTRAL/WESTERN,11
27/9/2017,9,CENTRAL/WESTERN,19
27/9/2017,10,CENTRAL/WESTERN,16
27/9/2017,11,CENTRAL/WESTERN,21
27/9/2017,12,CENTRAL/WESTERN,22
27/9/2017,13,CENTRAL/WESTERN,25
27/9/2017,14,CENTRAL/WESTERN,24
27/9/2017,15,CENTRAL/WESTERN,24
27/9/2017,16,CENTRAL/WESTERN,22
27/9/2017,17,CENTRAL/WESTERN,22
27/9/2017,18,CENTRAL/WESTERN,25
27/9/2017,19,CENTRAL/WESTERN,29
27/9/2017,20,CENTRAL/WESTERN,28
27/9/2017,21,CENTRAL/WESTERN,28
27/9/2017,22,CENTRAL/WESTERN,26
27/9/2017,23,CENTRAL/WESTERN,19
27/9/2017,24,CENTRAL/WESTERN,19
28/9/2017,1,CENTRAL/WESTERN,15
28/9/2017,2,CENTRAL/WESTERN,13
28/9/2017,3,CENTRAL/WESTERN,13
28/9/2017,4,CENTRAL/WESTERN,12
28/9/2017,5,CENTRAL/WESTERN,9
28/9/2017,6,CENTRAL/WESTERN,10
28/9/2017,7,CENTRAL/WESTERN,8
28/9/2017,8,CENTRAL/WESTERN,10
28/9/2017,9,CENTRAL/WESTERN,12
28/9/2017,10,CENTRAL/WESTERN,15
28/9/2017,11,CENTRAL/WESTERN,14
28/9/2017,12,CENTRAL/WESTERN,11
28/9/2017,13,CENTRAL/WESTERN,11
28/9/2017,14,CENTRAL/WESTERN,N.A.
28/9/2017,15,CENTRAL/WESTERN,N.A.
28/9/2017,16,CENTRAL/WESTERN,16
28/9/2017,17,CENTRAL/WESTERN,15
28/9/2017,18,CENTRAL/WESTERN,11
28/9/2017,19,CENTRAL/WESTERN,9
28/9/2017,20,CENTRAL/WESTERN,8
28/9/2017,21,CENTRAL/WESTERN,6
28/9/2017,22,CENTRAL/WESTERN,5
28/9/2017,23,CENTRAL/WESTERN,5
28/9/2017,24,CENTRAL/WESTERN,6
29/9/2017,1,CENTRAL/WESTERN,3
29/9/2017,2,CENTRAL/WESTERN,3
29/9/2017,3,CENTRAL/WESTERN,2
29/9/2017,4,CENTRAL/WESTERN,4
29/9/2017,5,CENTRAL/WESTERN,4
29/9/2017,6,CENTRAL/WESTERN,5
29/9/2017,7,CENTRAL/WESTERN,3
29/9/2017,8,CENTRAL/WESTERN,5
29/9/2017,9,CENTRAL/WESTERN,4
29/9/2017,10,CENTRAL/WESTERN,7
29/9/2017,11,CENTRAL/WESTERN,5
29/9/2017,12,CENTRAL/WESTERN,N.A.
29/9/2017,13,CENTRAL/WESTERN,N.A.
29/9/2017,14,CENTRAL/WESTERN,9
29/9/2017,15,CENTRAL/WESTERN,N.A.
29/9/2017,16,CENTRAL/WESTERN,N.A.
29/9/2017,17,CENTRAL/WESTERN,6
29/9/2017,18,CENTRAL/WESTERN,4
29/9/2017,19,CENTRAL/WESTERN,4
29/9/2017,20,CENTRAL/WESTERN,7
29/9/2017,21,CENTRAL/WESTERN,12
29/9/2017,22,CENTRAL/WESTERN,15
29/9/2017,23,CENTRAL/WESTERN,12
29/9/2017,24,CENTRAL/WESTERN,8
30/9/2017,1,CENTRAL/WESTERN,13
30/9/2017,2,CENTRAL/WESTERN,11
30/9/2017,3,CENTRAL/WESTERN,11
30/9/2017,4,CENTRAL/WESTERN,8
30/9/2017,5,CENTRAL/WESTERN,9
30/9/2017,6,CENTRAL/WESTERN,13
30/9/2017,7,CENTRAL/WESTERN,14
30/9/2017,8,CENTRAL/WESTERN,16
30/9/2017,9,CENTRAL/WESTERN,14
30/9/2017,10,CENTRAL/WESTERN,13
30/9/2017,11,CENTRAL/WESTERN,14
30/9/2017,12,CENTRAL/WESTERN,22
30/9/2017,13,CENTRAL/WESTERN,23
30/9/2017,14,CENTRAL/WESTERN,26
30/9/2017,15,CENTRAL/WESTERN,23
30/9/2017,16,CENTRAL/WESTERN,25
30/9/2017,17,CENTRAL/WESTERN,25
30/9/2017,18,CENTRAL/WESTERN,21
30/9/2017,19,CENTRAL/WESTERN,23
30/9/2017,20,CENTRAL/WESTERN,24
30/9/2017,21,CENTRAL/WESTERN,24
30/9/2017,22,CENTRAL/WESTERN,20
30/9/2017,23,CENTRAL/WESTERN,15
30/9/2017,24,CENTRAL/WESTERN,14
1/10/2017,1,CENTRAL/WESTERN,14
1/10/2017,2,CENTRAL/WESTERN,14
1/10/2017,3,CENTRAL/WESTERN,10
1/10/2017,4,CENTRAL/WESTERN,13
1/10/2017,5,CENTRAL/WESTERN,13
1/10/2017,6,CENTRAL/WESTERN,13
1/10/2017,7,CENTRAL/WESTERN,14
1/10/2017,8,CENTRAL/WESTERN,14
1/10/2017,9,CENTRAL/WESTERN,13
1/10/2017,10,CENTRAL/WESTERN,8
1/10/2017,11,CENTRAL/WESTERN,14
1/10/2017,12,CENTRAL/WESTERN,15
1/10/2017,13,CENTRAL/WESTERN,12
1/10/2017,14,CENTRAL/WESTERN,14
1/10/2017,15,CENTRAL/WESTERN,15
1/10/2017,16,CENTRAL/WESTERN,14
1/10/2017,17,CENTRAL/WESTERN,14
1/10/2017,18,CENTRAL/WESTERN,7
1/10/2017,19,CENTRAL/WESTERN,8
1/10/2017,20,CENTRAL/WESTERN,11
1/10/2017,21,CENTRAL/WESTERN,10
1/10/2017,22,CENTRAL/WESTERN,13
1/10/2017,23,CENTRAL/WESTERN,11
1/10/2017,24,CENTRAL/WESTERN,9
2/10/2017,1,CENTRAL/WESTERN,12
2/10/2017,2,CENTRAL/WESTERN,11
2/10/2017,3,CENTRAL/WESTERN,9
2/10/2017,4,CENTRAL/WESTERN,13
2/10/2017,5,CENTRAL/WESTERN,8
2/10/2017,6,CENTRAL/WESTERN,5
2/10/2017,7,CENTRAL/WESTERN,3
2/10/2017,8,CENTRAL/WESTERN,3
2/10/2017,9,CENTRAL/WESTERN,3
2/10/2017,10,CENTRAL/WESTERN,7
2/10/2017,11,CENTRAL/WESTERN,6
2/10/2017,12,CENTRAL/WESTERN,7
2/10/2017,13,CENTRAL/WESTERN,9
2/10/2017,14,CENTRAL/WESTERN,9
2/10/2017,15,CENTRAL/WESTERN,8
2/10/2017,16,CENTRAL/WESTERN,8
2/10/2017,17,CENTRAL/WESTERN,7
2/10/2017,18,CENTRAL/WESTERN,6
2/10/2017,19,CENTRAL/WESTERN,6
2/10/2017,20,CENTRAL/WESTERN,7
2/10/2017,21,CENTRAL/WESTERN,6
2/10/2017,22,CENTRAL/WESTERN,4
2/10/2017,23,CENTRAL/WESTERN,7
2/10/2017,24,CENTRAL/WESTERN,7
3/10/2017,1,CENTRAL/WESTERN,8
3/10/2017,2,CENTRAL/WESTERN,6
3/10/2017,3,CENTRAL/WESTERN,7
3/10/2017,4,CENTRAL/WESTERN,6
3/10/2017,5,CENTRAL/WESTERN,4
3/10/2017,6,CENTRAL/WESTERN,4
3/10/2017,7,CENTRAL/WESTERN,5
3/10/2017,8,CENTRAL/WESTERN,8
3/10/2017,9,CENTRAL/WESTERN,6
3/10/2017,10,CENTRAL/WESTERN,6
3/10/2017,11,CENTRAL/WESTERN,10
3/10/2017,12,CENTRAL/WESTERN,10
3/10/2017,13,CENTRAL/WESTERN,12
3/10/2017,14,CENTRAL/WESTERN,10
3/10/2017,15,CENTRAL/WESTERN,9
3/10/2017,16,CENTRAL/WESTERN,9
3/10/2017,17,CENTRAL/WESTERN,8
3/10/2017,18,CENTRAL/WESTERN,10
3/10/2017,19,CENTRAL/WESTERN,8
3/10/2017,20,CENTRAL/WESTERN,12
3/10/2017,21,CENTRAL/WESTERN,9
3/10/2017,22,CENTRAL/WESTERN,13
3/10/2017,23,CENTRAL/WESTERN,17
3/10/2017,24,CENTRAL/WESTERN,15
4/10/2017,1,CENTRAL/WESTERN,12
4/10/2017,2,CENTRAL/WESTERN,9
4/10/2017,3,CENTRAL/WESTERN,12
4/10/2017,4,CENTRAL/WESTERN,13
4/10/2017,5,CENTRAL/WESTERN,14
4/10/2017,6,CENTRAL/WESTERN,12
4/10/2017,7,CENTRAL/WESTERN,8
4/10/2017,8,CENTRAL/WESTERN,10
4/10/2017,9,CENTRAL/WESTERN,13
4/10/2017,10,CENTRAL/WESTERN,23
4/10/2017,11,CENTRAL/WESTERN,N.A.
4/10/2017,12,CENTRAL/WESTERN,N.A.
4/10/2017,13,CENTRAL/WESTERN,N.A.
4/10/2017,14,CENTRAL/WESTERN,N.A.
4/10/2017,15,CENTRAL/WESTERN,N.A.
4/10/2017,16,CENTRAL/WESTERN,N.A.
4/10/2017,17,CENTRAL/WESTERN,N.A.
4/10/2017,18,CENTRAL/WESTERN,N.A.
4/10/2017,19,CENTRAL/WESTERN,N.A.
4/10/2017,20,CENTRAL/WESTERN,N.A.
4/10/2017,21,CENTRAL/WESTERN,N.A.
4/10/2017,22,CENTRAL/WESTERN,N.A.
4/10/2017,23,CENTRAL/WESTERN,N.A.
4/10/2017,24,CENTRAL/WESTERN,N.A.
5/10/2017,1,CENTRAL/WESTERN,N.A.
5/10/2017,2,CENTRAL/WESTERN,N.A.
5/10/2017,3,CENTRAL/WESTERN,N.A.
5/10/2017,4,CENTRAL/WESTERN,N.A.
5/10/2017,5,CENTRAL/WESTERN,N.A.
5/10/2017,6,CENTRAL/WESTERN,N.A.
5/10/2017,7,CENTRAL/WESTERN,N.A.
5/10/2017,8,CENTRAL/WESTERN,N.A.
5/10/2017,9,CENTRAL/WESTERN,N.A.
5/10/2017,10,CENTRAL/WESTERN,N.A.
5/10/2017,11,CENTRAL/WESTERN,N.A.
5/10/2017,12,CENTRAL/WESTERN,N.A.
5/10/2017,13,CENTRAL/WESTERN,N.A.
5/10/2017,14,CENTRAL/WESTERN,N.A.
5/10/2017,15,CENTRAL/WESTERN,N.A.
5/10/2017,16,CENTRAL/WESTERN,N.A.
5/10/2017,17,CENTRAL/WESTERN,N.A.
5/10/2017,18,CENTRAL/WESTERN,N.A.
5/10/2017,19,CENTRAL/WESTERN,N.A.
5/10/2017,20,CENTRAL/WESTERN,N.A.
5/10/2017,21,CENTRAL/WESTERN,N.A.
5/10/2017,22,CENTRAL/WESTERN,N.A.
5/10/2017,23,CENTRAL/WESTERN,N.A.
5/10/2017,24,CENTRAL/WESTERN,N.A.
6/10/2017,1,CENTRAL/WESTERN,N.A.
6/10/2017,2,CENTRAL/WESTERN,N.A.
6/10/2017,3,CENTRAL/WESTERN,N.A.
6/10/2017,4,CENTRAL/WESTERN,N.A.
6/10/2017,5,CENTRAL/WESTERN,N.A.
6/10/2017,6,CENTRAL/WESTERN,N.A.
6/10/2017,7,CENTRAL/WESTERN,N.A.
6/10/2017,8,CENTRAL/WESTERN,N.A.
6/10/2017,9,CENTRAL/WESTERN,N.A.
6/10/2017,10,CENTRAL/WESTERN,N.A.
6/10/2017,11,CENTRAL/WESTERN,N.A.
6/10/2017,12,CENTRAL/WESTERN,N.A.
6/10/2017,13,CENTRAL/WESTERN,N.A.
6/10/2017,14,CENTRAL/WESTERN,N.A.
6/10/2017,15,CENTRAL/WESTERN,N.A.
6/10/2017,16,CENTRAL/WESTERN,N.A.
6/10/2017,17,CENTRAL/WESTERN,N.A.
6/10/2017,18,CENTRAL/WESTERN,N.A.
6/10/2017,19,CENTRAL/WESTERN,N.A.
6/10/2017,20,CENTRAL/WESTERN,N.A.
6/10/2017,21,CENTRAL/WESTERN,N.A.
6/10/2017,22,CENTRAL/WESTERN,21
6/10/2017,23,CENTRAL/WESTERN,20
6/10/2017,24,CENTRAL/WESTERN,18
7/10/2017,1,CENTRAL/WESTERN,17
7/10/2017,2,CENTRAL/WESTERN,19
7/10/2017,3,CENTRAL/WESTERN,22
7/10/2017,4,CENTRAL/WESTERN,22
7/10/2017,5,CENTRAL/WESTERN,18
7/10/2017,6,CENTRAL/WESTERN,14
7/10/2017,7,CENTRAL/WESTERN,18
7/10/2017,8,CENTRAL/WESTERN,17
7/10/2017,9,CENTRAL/WESTERN,14
7/10/2017,10,CENTRAL/WESTERN,23
