DATE,HOUR,STATION,FSP
4/6/2017,24,CENTRAL/WESTERN,10
5/6/2017,1,CENTRAL/WESTERN,12
5/6/2017,2,CENTRAL/WESTERN,11
5/6/2017,3,CENTRAL/WESTERN,11
5/6/2017,4,CENTRAL/WESTERN,12
5/6/2017,5,CENTRAL/WESTERN,12
5/6/2017,6,CENTRAL/WESTERN,14
5/6/2017,7,CENTRAL/WESTERN,12
5/6/2017,8,CENTRAL/WESTERN,N.A.
5/6/2017,9,CENTRAL/WESTERN,10
5/6/2017,10,CENTRAL/WESTERN,13
5/6/2017,11,CENTRAL/WESTERN,N.A.
5/6/2017,12,CENTRAL/WESTERN,N.A.
5/6/2017,13,CENTRAL/WESTERN,N.A.
5/6/2017,14,CENTRAL/WESTERN,N.A.
5/6/2017,15,CENTRAL/WESTERN,N.A.
5/6/2017,16,CENTRAL/WESTERN,N.A.
5/6/2017,17,CENTRAL/WESTERN,N.A.
5/6/2017,18,CENTRAL/WESTERN,9
5/6/2017,19,CENTRAL/WESTERN,10
5/6/2017,20,CENTRAL/WESTERN,10
5/6/2017,21,CENTRAL/WESTERN,12
5/6/2017,22,CENTRAL/WESTERN,10
5/6/2017,23,CENTRAL/WESTERN,8
5/6/2017,24,CENTRAL/WESTERN,10
6/6/2017,1,CENTRAL/WESTERN,7
6/6/2017,2,CENTRAL/WESTERN,N.A.
6/6/2017,3,CENTRAL/WESTERN,10
6/6/2017,4,CENTRAL/WESTERN,7
6/6/2017,5,CENTRAL/WESTERN,8
6/6/2017,6,CENTRAL/WESTERN,N.A.
6/6/2017,7,CENTRAL/WESTERN,9
6/6/2017,8,CENTRAL/WESTERN,N.A.
6/6/2017,9,CENTRAL/WESTERN,9
6/6/2017,10,CENTRAL/WESTERN,8
6/6/2017,11,CENTRAL/WESTERN,8
6/6/2017,12,CENTRAL/WESTERN,N.A.
6/6/2017,13,CENTRAL/WESTERN,N.A.
6/6/2017,14,CENTRAL/WESTERN,6
6/6/2017,15,CENTRAL/WESTERN,8
6/6/2017,16,CENTRAL/WESTERN,9
6/6/2017,17,CENTRAL/WESTERN,6
6/6/2017,18,CENTRAL/WESTERN,5
6/6/2017,19,CENTRAL/WESTERN,N.A.
6/6/2017,20,CENTRAL/WESTERN,7
6/6/2017,21,CENTRAL/WESTERN,8
6/6/2017,22,CENTRAL/WESTERN,6
6/6/2017,23,CENTRAL/WESTERN,5
6/6/2017,24,CENTRAL/WESTERN,6
7/6/2017,1,CENTRAL/WESTERN,5
7/6/2017,2,CENTRAL/WESTERN,4
7/6/2017,3,CENTRAL/WESTERN,4
7/6/2017,4,CENTRAL/WESTERN,5
7/6/2017,5,CENTRAL/WESTERN,2
7/6/2017,6,CENTRAL/WESTERN,4
7/6/2017,7,CENTRAL/WESTERN,5
7/6/2017,8,CENTRAL/WESTERN,6
7/6/2017,9,CENTRAL/WESTERN,4
7/6/2017,10,CENTRAL/WESTERN,4
7/6/2017,11,CENTRAL/WESTERN,N.A.
7/6/2017,12,CENTRAL/WESTERN,N.A.
7/6/2017,13,CENTRAL/WESTERN,5
7/6/2017,14,CENTRAL/WESTERN,N.A.
7/6/2017,15,CENTRAL/WESTERN,N.A.
7/6/2017,16,CENTRAL/WESTERN,N.A.
7/6/2017,17,CENTRAL/WESTERN,N.A.
7/6/2017,18,CENTRAL/WESTERN,N.A.
7/6/2017,19,CENTRAL/WESTERN,N.A.
7/6/2017,20,CENTRAL/WESTERN,4
7/6/2017,21,CENTRAL/WESTERN,4
7/6/2017,22,CENTRAL/WESTERN,5
7/6/2017,23,CENTRAL/WESTERN,6
7/6/2017,24,CENTRAL/WESTERN,5
8/6/2017,1,CENTRAL/WESTERN,4
8/6/2017,2,CENTRAL/WESTERN,7
8/6/2017,3,CENTRAL/WESTERN,7
8/6/2017,4,CENTRAL/WESTERN,6
8/6/2017,5,CENTRAL/WESTERN,5
8/6/2017,6,CENTRAL/WESTERN,3
8/6/2017,7,CENTRAL/WESTERN,4
8/6/2017,8,CENTRAL/WESTERN,7
8/6/2017,9,CENTRAL/WESTERN,7
8/6/2017,10,CENTRAL/WESTERN,6
8/6/2017,11,CENTRAL/WESTERN,2
8/6/2017,12,CENTRAL/WESTERN,10
8/6/2017,13,CENTRAL/WESTERN,6
8/6/2017,14,CENTRAL/WESTERN,6
8/6/2017,15,CENTRAL/WESTERN,N.A.
8/6/2017,16,CENTRAL/WESTERN,11
8/6/2017,17,CENTRAL/WESTERN,10
8/6/2017,18,CENTRAL/WESTERN,8
8/6/2017,19,CENTRAL/WESTERN,6
8/6/2017,20,CENTRAL/WESTERN,6
8/6/2017,21,CENTRAL/WESTERN,5
8/6/2017,22,CENTRAL/WESTERN,5
8/6/2017,23,CENTRAL/WESTERN,6
8/6/2017,24,CENTRAL/WESTERN,7
9/6/2017,1,CENTRAL/WESTERN,6
9/6/2017,2,CENTRAL/WESTERN,3
9/6/2017,3,CENTRAL/WESTERN,5
9/6/2017,4,CENTRAL/WESTERN,6
9/6/2017,5,CENTRAL/WESTERN,5
9/6/2017,6,CENTRAL/WESTERN,4
9/6/2017,7,CENTRAL/WESTERN,5
9/6/2017,8,CENTRAL/WESTERN,6
9/6/2017,9,CENTRAL/WESTERN,7
9/6/2017,10,CENTRAL/WESTERN,6
9/6/2017,11,CENTRAL/WESTERN,5
9/6/2017,12,CENTRAL/WESTERN,4
9/6/2017,13,CENTRAL/WESTERN,7
9/6/2017,14,CENTRAL/WESTERN,9
9/6/2017,15,CENTRAL/WESTERN,8
9/6/2017,16,CENTRAL/WESTERN,7
9/6/2017,17,CENTRAL/WESTERN,7
9/6/2017,18,CENTRAL/WESTERN,7
9/6/2017,19,CENTRAL/WESTERN,7
9/6/2017,20,CENTRAL/WESTERN,5
9/6/2017,21,CENTRAL/WESTERN,6
9/6/2017,22,CENTRAL/WESTERN,8
9/6/2017,23,CENTRAL/WESTERN,6
9/6/2017,24,CENTRAL/WESTERN,5
10/6/2017,1,CENTRAL/WESTERN,5
10/6/2017,2,CENTRAL/WESTERN,7
10/6/2017,3,CENTRAL/WESTERN,6
10/6/2017,4,CENTRAL/WESTERN,5
10/6/2017,5,CENTRAL/WESTERN,3
10/6/2017,6,CENTRAL/WESTERN,4
10/6/2017,7,CENTRAL/WESTERN,4
10/6/2017,8,CENTRAL/WESTERN,4
10/6/2017,9,CENTRAL/WESTERN,5
10/6/2017,10,CENTRAL/WESTERN,9
10/6/2017,11,CENTRAL/WESTERN,9
10/6/2017,12,CENTRAL/WESTERN,8
10/6/2017,13,CENTRAL/WESTERN,4
10/6/2017,14,CENTRAL/WESTERN,6
10/6/2017,15,CENTRAL/WESTERN,7
10/6/2017,16,CENTRAL/WESTERN,N.A.
10/6/2017,17,CENTRAL/WESTERN,6
10/6/2017,18,CENTRAL/WESTERN,6
10/6/2017,19,CENTRAL/WESTERN,N.A.
10/6/2017,20,CENTRAL/WESTERN,N.A.
10/6/2017,21,CENTRAL/WESTERN,9
10/6/2017,22,CENTRAL/WESTERN,7
10/6/2017,23,CENTRAL/WESTERN,9
10/6/2017,24,CENTRAL/WESTERN,9
11/6/2017,1,CENTRAL/WESTERN,7
11/6/2017,2,CENTRAL/WESTERN,7
11/6/2017,3,CENTRAL/WESTERN,8
11/6/2017,4,CENTRAL/WESTERN,6
11/6/2017,5,CENTRAL/WESTERN,6
11/6/2017,6,CENTRAL/WESTERN,9
11/6/2017,7,CENTRAL/WESTERN,9
11/6/2017,8,CENTRAL/WESTERN,11
11/6/2017,9,CENTRAL/WESTERN,8
11/6/2017,10,CENTRAL/WESTERN,10
11/6/2017,11,CENTRAL/WESTERN,11
11/6/2017,12,CENTRAL/WESTERN,13
11/6/2017,13,CENTRAL/WESTERN,12
11/6/2017,14,CENTRAL/WESTERN,11
11/6/2017,15,CENTRAL/WESTERN,N.A.
11/6/2017,16,CENTRAL/WESTERN,12
11/6/2017,17,CENTRAL/WESTERN,10
11/6/2017,18,CENTRAL/WESTERN,10
11/6/2017,19,CENTRAL/WESTERN,6
11/6/2017,20,CENTRAL/WESTERN,5
11/6/2017,21,CENTRAL/WESTERN,7
11/6/2017,22,CENTRAL/WESTERN,9
11/6/2017,23,CENTRAL/WESTERN,10
11/6/2017,24,CENTRAL/WESTERN,6
12/6/2017,1,CENTRAL/WESTERN,3
12/6/2017,2,CENTRAL/WESTERN,3
12/6/2017,3,CENTRAL/WESTERN,3
12/6/2017,4,CENTRAL/WESTERN,3
12/6/2017,5,CENTRAL/WESTERN,4
12/6/2017,6,CENTRAL/WESTERN,3
12/6/2017,7,CENTRAL/WESTERN,3
12/6/2017,8,CENTRAL/WESTERN,4
12/6/2017,9,CENTRAL/WESTERN,6
12/6/2017,10,CENTRAL/WESTERN,6
12/6/2017,11,CENTRAL/WESTERN,N.A.
12/6/2017,12,CENTRAL/WESTERN,N.A.
12/6/2017,13,CENTRAL/WESTERN,N.A.
12/6/2017,14,CENTRAL/WESTERN,N.A.
12/6/2017,15,CENTRAL/WESTERN,N.A.
12/6/2017,16,CENTRAL/WESTERN,N.A.
12/6/2017,17,CENTRAL/WESTERN,N.A.
12/6/2017,18,CENTRAL/WESTERN,4
12/6/2017,19,CENTRAL/WESTERN,N.A.
12/6/2017,20,CENTRAL/WESTERN,N.A.
12/6/2017,21,CENTRAL/WESTERN,N.A.
12/6/2017,22,CENTRAL/WESTERN,N.A.
12/6/2017,23,CENTRAL/WESTERN,N.A.
12/6/2017,24,CENTRAL/WESTERN,N.A.
13/6/2017,1,CENTRAL/WESTERN,4
13/6/2017,2,CENTRAL/WESTERN,3
13/6/2017,3,CENTRAL/WESTERN,9
13/6/2017,4,CENTRAL/WESTERN,9
13/6/2017,5,CENTRAL/WESTERN,6
13/6/2017,6,CENTRAL/WESTERN,5
13/6/2017,7,CENTRAL/WESTERN,2
13/6/2017,8,CENTRAL/WESTERN,1
13/6/2017,9,CENTRAL/WESTERN,1
13/6/2017,10,CENTRAL/WESTERN,1
13/6/2017,11,CENTRAL/WESTERN,3
13/6/2017,12,CENTRAL/WESTERN,0
13/6/2017,13,CENTRAL/WESTERN,2
13/6/2017,14,CENTRAL/WESTERN,8
13/6/2017,15,CENTRAL/WESTERN,11
13/6/2017,16,CENTRAL/WESTERN,10
13/6/2017,17,CENTRAL/WESTERN,7
13/6/2017,18,CENTRAL/WESTERN,7
13/6/2017,19,CENTRAL/WESTERN,9
13/6/2017,20,CENTRAL/WESTERN,8
13/6/2017,21,CENTRAL/WESTERN,6
13/6/2017,22,CENTRAL/WESTERN,6
13/6/2017,23,CENTRAL/WESTERN,7
13/6/2017,24,CENTRAL/WESTERN,7
14/6/2017,1,CENTRAL/WESTERN,7
14/6/2017,2,CENTRAL/WESTERN,8
14/6/2017,3,CENTRAL/WESTERN,N.A.
14/6/2017,4,CENTRAL/WESTERN,N.A.
14/6/2017,5,CENTRAL/WESTERN,8
14/6/2017,6,CENTRAL/WESTERN,N.A.
14/6/2017,7,CENTRAL/WESTERN,13
14/6/2017,8,CENTRAL/WESTERN,11
14/6/2017,9,CENTRAL/WESTERN,9
14/6/2017,10,CENTRAL/WESTERN,7
14/6/2017,11,CENTRAL/WESTERN,13
14/6/2017,12,CENTRAL/WESTERN,N.A.
14/6/2017,13,CENTRAL/WESTERN,N.A.
14/6/2017,14,CENTRAL/WESTERN,N.A.
14/6/2017,15,CENTRAL/WESTERN,11
14/6/2017,16,CENTRAL/WESTERN,11
14/6/2017,17,CENTRAL/WESTERN,10
14/6/2017,18,CENTRAL/WESTERN,13
14/6/2017,19,CENTRAL/WESTERN,12
14/6/2017,20,CENTRAL/WESTERN,10
14/6/2017,21,CENTRAL/WESTERN,9
14/6/2017,22,CENTRAL/WESTERN,11
14/6/2017,23,CENTRAL/WESTERN,10
14/6/2017,24,CENTRAL/WESTERN,8
15/6/2017,1,CENTRAL/WESTERN,9
15/6/2017,2,CENTRAL/WESTERN,10
15/6/2017,3,CENTRAL/WESTERN,8
15/6/2017,4,CENTRAL/WESTERN,8
15/6/2017,5,CENTRAL/WESTERN,8
15/6/2017,6,CENTRAL/WESTERN,12
15/6/2017,7,CENTRAL/WESTERN,10
15/6/2017,8,CENTRAL/WESTERN,N.A.
15/6/2017,9,CENTRAL/WESTERN,10
15/6/2017,10,CENTRAL/WESTERN,N.A.
15/6/2017,11,CENTRAL/WESTERN,N.A.
15/6/2017,12,CENTRAL/WESTERN,N.A.
15/6/2017,13,CENTRAL/WESTERN,N.A.
15/6/2017,14,CENTRAL/WESTERN,N.A.
15/6/2017,15,CENTRAL/WESTERN,N.A.
15/6/2017,16,CENTRAL/WESTERN,16
15/6/2017,17,CENTRAL/WESTERN,14
15/6/2017,18,CENTRAL/WESTERN,N.A.
15/6/2017,19,CENTRAL/WESTERN,15
15/6/2017,20,CENTRAL/WESTERN,14
15/6/2017,21,CENTRAL/WESTERN,15
15/6/2017,22,CENTRAL/WESTERN,14
15/6/2017,23,CENTRAL/WESTERN,13
15/6/2017,24,CENTRAL/WESTERN,11
16/6/2017,1,CENTRAL/WESTERN,12
16/6/2017,2,CENTRAL/WESTERN,8
16/6/2017,3,CENTRAL/WESTERN,6
16/6/2017,4,CENTRAL/WESTERN,11
16/6/2017,5,CENTRAL/WESTERN,6
16/6/2017,6,CENTRAL/WESTERN,11
16/6/2017,7,CENTRAL/WESTERN,11
16/6/2017,8,CENTRAL/WESTERN,12
16/6/2017,9,CENTRAL/WESTERN,10
16/6/2017,10,CENTRAL/WESTERN,11
16/6/2017,11,CENTRAL/WESTERN,11
16/6/2017,12,CENTRAL/WESTERN,12
16/6/2017,13,CENTRAL/WESTERN,8
16/6/2017,14,CENTRAL/WESTERN,8
16/6/2017,15,CENTRAL/WESTERN,13
16/6/2017,16,CENTRAL/WESTERN,11
16/6/2017,17,CENTRAL/WESTERN,12
16/6/2017,18,CENTRAL/WESTERN,11
16/6/2017,19,CENTRAL/WESTERN,12
16/6/2017,20,CENTRAL/WESTERN,11
16/6/2017,21,CENTRAL/WESTERN,11
16/6/2017,22,CENTRAL/WESTERN,11
16/6/2017,23,CENTRAL/WESTERN,11
16/6/2017,24,CENTRAL/WESTERN,11
17/6/2017,1,CENTRAL/WESTERN,8
17/6/2017,2,CENTRAL/WESTERN,5
17/6/2017,3,CENTRAL/WESTERN,8
17/6/2017,4,CENTRAL/WESTERN,6
17/6/2017,5,CENTRAL/WESTERN,3
17/6/2017,6,CENTRAL/WESTERN,4
17/6/2017,7,CENTRAL/WESTERN,6
17/6/2017,8,CENTRAL/WESTERN,6
17/6/2017,9,CENTRAL/WESTERN,7
17/6/2017,10,CENTRAL/WESTERN,9
17/6/2017,11,CENTRAL/WESTERN,14
17/6/2017,12,CENTRAL/WESTERN,16
17/6/2017,13,CENTRAL/WESTERN,11
17/6/2017,14,CENTRAL/WESTERN,10
17/6/2017,15,CENTRAL/WESTERN,9
17/6/2017,16,CENTRAL/WESTERN,7
17/6/2017,17,CENTRAL/WESTERN,9
17/6/2017,18,CENTRAL/WESTERN,9
17/6/2017,19,CENTRAL/WESTERN,6
17/6/2017,20,CENTRAL/WESTERN,6
17/6/2017,21,CENTRAL/WESTERN,11
17/6/2017,22,CENTRAL/WESTERN,11
17/6/2017,23,CENTRAL/WESTERN,6
17/6/2017,24,CENTRAL/WESTERN,6
18/6/2017,1,CENTRAL/WESTERN,6
18/6/2017,2,CENTRAL/WESTERN,2
18/6/2017,3,CENTRAL/WESTERN,3
18/6/2017,4,CENTRAL/WESTERN,5
18/6/2017,5,CENTRAL/WESTERN,4
18/6/2017,6,CENTRAL/WESTERN,4
18/6/2017,7,CENTRAL/WESTERN,4
18/6/2017,8,CENTRAL/WESTERN,6
18/6/2017,9,CENTRAL/WESTERN,7
18/6/2017,10,CENTRAL/WESTERN,4
18/6/2017,11,CENTRAL/WESTERN,5
18/6/2017,12,CENTRAL/WESTERN,4
18/6/2017,13,CENTRAL/WESTERN,2
18/6/2017,14,CENTRAL/WESTERN,2
18/6/2017,15,CENTRAL/WESTERN,5
18/6/2017,16,CENTRAL/WESTERN,7
18/6/2017,17,CENTRAL/WESTERN,8
18/6/2017,18,CENTRAL/WESTERN,5
18/6/2017,19,CENTRAL/WESTERN,6
18/6/2017,20,CENTRAL/WESTERN,5
18/6/2017,21,CENTRAL/WESTERN,4
18/6/2017,22,CENTRAL/WESTERN,5
18/6/2017,23,CENTRAL/WESTERN,7
18/6/2017,24,CENTRAL/WESTERN,6
19/6/2017,1,CENTRAL/WESTERN,6
19/6/2017,2,CENTRAL/WESTERN,6
19/6/2017,3,CENTRAL/WESTERN,6
19/6/2017,4,CENTRAL/WESTERN,4
19/6/2017,5,CENTRAL/WESTERN,4
19/6/2017,6,CENTRAL/WESTERN,6
19/6/2017,7,CENTRAL/WESTERN,5
19/6/2017,8,CENTRAL/WESTERN,10
19/6/2017,9,CENTRAL/WESTERN,8
19/6/2017,10,CENTRAL/WESTERN,7
19/6/2017,11,CENTRAL/WESTERN,N.A.
19/6/2017,12,CENTRAL/WESTERN,N.A.
19/6/2017,13,CENTRAL/WESTERN,7
19/6/2017,14,CENTRAL/WESTERN,5
19/6/2017,15,CENTRAL/WESTERN,7
19/6/2017,16,CENTRAL/WESTERN,8
19/6/2017,17,CENTRAL/WESTERN,10
19/6/2017,18,CENTRAL/WESTERN,9
19/6/2017,19,CENTRAL/WESTERN,8
19/6/2017,20,CENTRAL/WESTERN,7
19/6/2017,21,CENTRAL/WESTERN,10
19/6/2017,22,CENTRAL/WESTERN,12
19/6/2017,23,CENTRAL/WESTERN,8
19/6/2017,24,CENTRAL/WESTERN,7
20/6/2017,1,CENTRAL/WESTERN,11
20/6/2017,2,CENTRAL/WESTERN,12
20/6/2017,3,CENTRAL/WESTERN,10
20/6/2017,4,CENTRAL/WESTERN,7
20/6/2017,5,CENTRAL/WESTERN,6
20/6/2017,6,CENTRAL/WESTERN,6
20/6/2017,7,CENTRAL/WESTERN,10
20/6/2017,8,CENTRAL/WESTERN,7
20/6/2017,9,CENTRAL/WESTERN,6
20/6/2017,10,CENTRAL/WESTERN,4
20/6/2017,11,CENTRAL/WESTERN,5
20/6/2017,12,CENTRAL/WESTERN,5
20/6/2017,13,CENTRAL/WESTERN,9
20/6/2017,14,CENTRAL/WESTERN,5
20/6/2017,15,CENTRAL/WESTERN,4
20/6/2017,16,CENTRAL/WESTERN,5
20/6/2017,17,CENTRAL/WESTERN,3
20/6/2017,18,CENTRAL/WESTERN,6
20/6/2017,19,CENTRAL/WESTERN,6
20/6/2017,20,CENTRAL/WESTERN,6
20/6/2017,21,CENTRAL/WESTERN,10
20/6/2017,22,CENTRAL/WESTERN,16
20/6/2017,23,CENTRAL/WESTERN,10
20/6/2017,24,CENTRAL/WESTERN,13
21/6/2017,1,CENTRAL/WESTERN,13
21/6/2017,2,CENTRAL/WESTERN,15
21/6/2017,3,CENTRAL/WESTERN,7
21/6/2017,4,CENTRAL/WESTERN,5
21/6/2017,5,CENTRAL/WESTERN,7
21/6/2017,6,CENTRAL/WESTERN,8
21/6/2017,7,CENTRAL/WESTERN,7
21/6/2017,8,CENTRAL/WESTERN,8
21/6/2017,9,CENTRAL/WESTERN,11
21/6/2017,10,CENTRAL/WESTERN,12
21/6/2017,11,CENTRAL/WESTERN,9
21/6/2017,12,CENTRAL/WESTERN,11
21/6/2017,13,CENTRAL/WESTERN,10
21/6/2017,14,CENTRAL/WESTERN,4
21/6/2017,15,CENTRAL/WESTERN,7
21/6/2017,16,CENTRAL/WESTERN,8
21/6/2017,17,CENTRAL/WESTERN,11
21/6/2017,18,CENTRAL/WESTERN,8
21/6/2017,19,CENTRAL/WESTERN,11
21/6/2017,20,CENTRAL/WESTERN,11
21/6/2017,21,CENTRAL/WESTERN,12
21/6/2017,22,CENTRAL/WESTERN,15
21/6/2017,23,CENTRAL/WESTERN,14
21/6/2017,24,CENTRAL/WESTERN,14
22/6/2017,1,CENTRAL/WESTERN,11
22/6/2017,2,CENTRAL/WESTERN,11
22/6/2017,3,CENTRAL/WESTERN,10
22/6/2017,4,CENTRAL/WESTERN,11
22/6/2017,5,CENTRAL/WESTERN,11
22/6/2017,6,CENTRAL/WESTERN,9
22/6/2017,7,CENTRAL/WESTERN,10
22/6/2017,8,CENTRAL/WESTERN,11
22/6/2017,9,CENTRAL/WESTERN,12
22/6/2017,10,CENTRAL/WESTERN,11
22/6/2017,11,CENTRAL/WESTERN,13
22/6/2017,12,CENTRAL/WESTERN,11
22/6/2017,13,CENTRAL/WESTERN,8
22/6/2017,14,CENTRAL/WESTERN,11
22/6/2017,15,CENTRAL/WESTERN,9
22/6/2017,16,CENTRAL/WESTERN,8
22/6/2017,17,CENTRAL/WESTERN,8
22/6/2017,18,CENTRAL/WESTERN,5
22/6/2017,19,CENTRAL/WESTERN,8
22/6/2017,20,CENTRAL/WESTERN,7
22/6/2017,21,CENTRAL/WESTERN,7
22/6/2017,22,CENTRAL/WESTERN,9
22/6/2017,23,CENTRAL/WESTERN,8
22/6/2017,24,CENTRAL/WESTERN,6
23/6/2017,1,CENTRAL/WESTERN,7
23/6/2017,2,CENTRAL/WESTERN,7
23/6/2017,3,CENTRAL/WESTERN,5
23/6/2017,4,CENTRAL/WESTERN,5
23/6/2017,5,CENTRAL/WESTERN,4
23/6/2017,6,CENTRAL/WESTERN,4
23/6/2017,7,CENTRAL/WESTERN,5
23/6/2017,8,CENTRAL/WESTERN,4
23/6/2017,9,CENTRAL/WESTERN,4
23/6/2017,10,CENTRAL/WESTERN,6
23/6/2017,11,CENTRAL/WESTERN,4
23/6/2017,12,CENTRAL/WESTERN,5
23/6/2017,13,CENTRAL/WESTERN,5
23/6/2017,14,CENTRAL/WESTERN,5
23/6/2017,15,CENTRAL/WESTERN,3
23/6/2017,16,CENTRAL/WESTERN,3
23/6/2017,17,CENTRAL/WESTERN,7
23/6/2017,18,CENTRAL/WESTERN,6
23/6/2017,19,CENTRAL/WESTERN,5
23/6/2017,20,CENTRAL/WESTERN,5
23/6/2017,21,CENTRAL/WESTERN,6
23/6/2017,22,CENTRAL/WESTERN,7
23/6/2017,23,CENTRAL/WESTERN,6
23/6/2017,24,CENTRAL/WESTERN,4
24/6/2017,1,CENTRAL/WESTERN,4
24/6/2017,2,CENTRAL/WESTERN,6
24/6/2017,3,CENTRAL/WESTERN,5
24/6/2017,4,CENTRAL/WESTERN,6
24/6/2017,5,CENTRAL/WESTERN,5
24/6/2017,6,CENTRAL/WESTERN,2
24/6/2017,7,CENTRAL/WESTERN,5
24/6/2017,8,CENTRAL/WESTERN,5
24/6/2017,9,CENTRAL/WESTERN,5
24/6/2017,10,CENTRAL/WESTERN,7
24/6/2017,11,CENTRAL/WESTERN,5
24/6/2017,12,CENTRAL/WESTERN,5
24/6/2017,13,CENTRAL/WESTERN,6
24/6/2017,14,CENTRAL/WESTERN,5
24/6/2017,15,CENTRAL/WESTERN,7
24/6/2017,16,CENTRAL/WESTERN,5
24/6/2017,17,CENTRAL/WESTERN,5
24/6/2017,18,CENTRAL/WESTERN,7
24/6/2017,19,CENTRAL/WESTERN,7
24/6/2017,20,CENTRAL/WESTERN,8
24/6/2017,21,CENTRAL/WESTERN,7
24/6/2017,22,CENTRAL/WESTERN,8
24/6/2017,23,CENTRAL/WESTERN,6
24/6/2017,24,CENTRAL/WESTERN,5
25/6/2017,1,CENTRAL/WESTERN,5
25/6/2017,2,CENTRAL/WESTERN,3
25/6/2017,3,CENTRAL/WESTERN,4
25/6/2017,4,CENTRAL/WESTERN,5
25/6/2017,5,CENTRAL/WESTERN,5
25/6/2017,6,CENTRAL/WESTERN,5
25/6/2017,7,CENTRAL/WESTERN,7
25/6/2017,8,CENTRAL/WESTERN,7
25/6/2017,9,CENTRAL/WESTERN,7
25/6/2017,10,CENTRAL/WESTERN,5
25/6/2017,11,CENTRAL/WESTERN,5
25/6/2017,12,CENTRAL/WESTERN,6
25/6/2017,13,CENTRAL/WESTERN,6
25/6/2017,14,CENTRAL/WESTERN,8
25/6/2017,15,CENTRAL/WESTERN,5
25/6/2017,16,CENTRAL/WESTERN,6
25/6/2017,17,CENTRAL/WESTERN,4
25/6/2017,18,CENTRAL/WESTERN,6
25/6/2017,19,CENTRAL/WESTERN,6
25/6/2017,20,CENTRAL/WESTERN,6
25/6/2017,21,CENTRAL/WESTERN,7
25/6/2017,22,CENTRAL/WESTERN,4
25/6/2017,23,CENTRAL/WESTERN,4
25/6/2017,24,CENTRAL/WESTERN,7
26/6/2017,1,CENTRAL/WESTERN,6
26/6/2017,2,CENTRAL/WESTERN,6
26/6/2017,3,CENTRAL/WESTERN,6
26/6/2017,4,CENTRAL/WESTERN,8
26/6/2017,5,CENTRAL/WESTERN,6
26/6/2017,6,CENTRAL/WESTERN,7
26/6/2017,7,CENTRAL/WESTERN,4
26/6/2017,8,CENTRAL/WESTERN,6
26/6/2017,9,CENTRAL/WESTERN,5
26/6/2017,10,CENTRAL/WESTERN,6
26/6/2017,11,CENTRAL/WESTERN,7
26/6/2017,12,CENTRAL/WESTERN,6
26/6/2017,13,CENTRAL/WESTERN,7
26/6/2017,14,CENTRAL/WESTERN,10
26/6/2017,15,CENTRAL/WESTERN,7
26/6/2017,16,CENTRAL/WESTERN,4
26/6/2017,17,CENTRAL/WESTERN,5
26/6/2017,18,CENTRAL/WESTERN,8
26/6/2017,19,CENTRAL/WESTERN,8
26/6/2017,20,CENTRAL/WESTERN,5
26/6/2017,21,CENTRAL/WESTERN,6
26/6/2017,22,CENTRAL/WESTERN,5
26/6/2017,23,CENTRAL/WESTERN,4
26/6/2017,24,CENTRAL/WESTERN,6
27/6/2017,1,CENTRAL/WESTERN,7
27/6/2017,2,CENTRAL/WESTERN,6
27/6/2017,3,CENTRAL/WESTERN,7
27/6/2017,4,CENTRAL/WESTERN,7
27/6/2017,5,CENTRAL/WESTERN,6
27/6/2017,6,CENTRAL/WESTERN,5
27/6/2017,7,CENTRAL/WESTERN,5
27/6/2017,8,CENTRAL/WESTERN,7
27/6/2017,9,CENTRAL/WESTERN,6
27/6/2017,10,CENTRAL/WESTERN,7
27/6/2017,11,CENTRAL/WESTERN,5
27/6/2017,12,CENTRAL/WESTERN,8
27/6/2017,13,CENTRAL/WESTERN,8
27/6/2017,14,CENTRAL/WESTERN,7
27/6/2017,15,CENTRAL/WESTERN,7
27/6/2017,16,CENTRAL/WESTERN,5
27/6/2017,17,CENTRAL/WESTERN,7
27/6/2017,18,CENTRAL/WESTERN,7
27/6/2017,19,CENTRAL/WESTERN,4
27/6/2017,20,CENTRAL/WESTERN,3
27/6/2017,21,CENTRAL/WESTERN,4
27/6/2017,22,CENTRAL/WESTERN,4
27/6/2017,23,CENTRAL/WESTERN,5
27/6/2017,24,CENTRAL/WESTERN,8
28/6/2017,1,CENTRAL/WESTERN,6
28/6/2017,2,CENTRAL/WESTERN,5
28/6/2017,3,CENTRAL/WESTERN,7
28/6/2017,4,CENTRAL/WESTERN,6
28/6/2017,5,CENTRAL/WESTERN,7
28/6/2017,6,CENTRAL/WESTERN,6
28/6/2017,7,CENTRAL/WESTERN,6
28/6/2017,8,CENTRAL/WESTERN,7
28/6/2017,9,CENTRAL/WESTERN,5
28/6/2017,10,CENTRAL/WESTERN,9
28/6/2017,11,CENTRAL/WESTERN,8
28/6/2017,12,CENTRAL/WESTERN,8
28/6/2017,13,CENTRAL/WESTERN,8
28/6/2017,14,CENTRAL/WESTERN,7
28/6/2017,15,CENTRAL/WESTERN,7
28/6/2017,16,CENTRAL/WESTERN,8
28/6/2017,17,CENTRAL/WESTERN,5
28/6/2017,18,CENTRAL/WESTERN,8
28/6/2017,19,CENTRAL/WESTERN,5
28/6/2017,20,CENTRAL/WESTERN,6
28/6/2017,21,CENTRAL/WESTERN,6
28/6/2017,22,CENTRAL/WESTERN,5
